bookID,title,authors,average_rating,isbn,isbn13,language_code,  num_pages,ratings_count,text_reviews_count,publication_date,publisher,tags
1,Harry-Potter-and-the-Half-Blood-Prince-(Harry-Potter--#6),J.K.-Rowling/Mary-GrandPré,4.57,0439785960,9780439785969,eng,652,2095690,27591,9/16/2006,Scholastic-Inc.,1 harry-potter-and-the-half-blood-prince-(harry-potter--#6) j.k.-rowling/mary-grandpré 4.57 0439785960 9780439785969 eng 652 2095690 27591 9/16/2006 scholastic-inc.
2,Harry-Potter-and-the-Order-of-the-Phoenix-(Harry-Potter--#5),J.K.-Rowling/Mary-GrandPré,4.49,0439358078,9780439358071,eng,870,2153167,29221,9/1/2004,Scholastic-Inc.,2 harry-potter-and-the-order-of-the-phoenix-(harry-potter--#5) j.k.-rowling/mary-grandpré 4.49 0439358078 9780439358071 eng 870 2153167 29221 9/1/2004 scholastic-inc.
4,Harry-Potter-and-the-Chamber-of-Secrets-(Harry-Potter--#2),J.K.-Rowling,4.42,0439554896,9780439554893,eng,352,6333,244,11/1/2003,Scholastic,4 harry-potter-and-the-chamber-of-secrets-(harry-potter--#2) j.k.-rowling 4.42 0439554896 9780439554893 eng 352 6333 244 11/1/2003 scholastic
5,Harry-Potter-and-the-Prisoner-of-Azkaban-(Harry-Potter--#3),J.K.-Rowling/Mary-GrandPré,4.56,043965548X,9780439655484,eng,435,2339585,36325,5/1/2004,Scholastic-Inc.,5 harry-potter-and-the-prisoner-of-azkaban-(harry-potter--#3) j.k.-rowling/mary-grandpré 4.56 043965548x 9780439655484 eng 435 2339585 36325 5/1/2004 scholastic-inc.
8,Harry-Potter-Boxed-Set--Books-1-5-(Harry-Potter--#1-5),J.K.-Rowling/Mary-GrandPré,4.78,0439682584,9780439682589,eng,2690,41428,164,9/13/2004,Scholastic,8 harry-potter-boxed-set--books-1-5-(harry-potter--#1-5) j.k.-rowling/mary-grandpré 4.78 0439682584 9780439682589 eng 2690 41428 164 9/13/2004 scholastic
9,"Unauthorized-Harry-Potter-Book-Seven-News:-""Half-Blood-Prince""-Analysis-and-Speculation",W.-Frederick-Zimmerman,3.74,0976540606,9780976540601,en-US,152,19,1,4/26/2005,Nimble-Books,"9 unauthorized-harry-potter-book-seven-news:-""half-blood-prince""-analysis-and-speculation w.-frederick-zimmerman 3.74 0976540606 9780976540601 en-us 152 19 1 4/26/2005 nimble-books"
10,Harry-Potter-Collection-(Harry-Potter--#1-6),J.K.-Rowling,4.73,0439827604,9780439827607,eng,3342,28242,808,9/12/2005,Scholastic,10 harry-potter-collection-(harry-potter--#1-6) j.k.-rowling 4.73 0439827604 9780439827607 eng 3342 28242 808 9/12/2005 scholastic
12,The-Ultimate-Hitchhiker's-Guide:-Five-Complete-Novels-and-One-Story-(Hitchhiker's-Guide-to-the-Galaxy--#1-5),Douglas-Adams,4.38,0517226952,9780517226957,eng,815,3628,254,11/1/2005,Gramercy-Books,12 the-ultimate-hitchhiker's-guide:-five-complete-novels-and-one-story-(hitchhiker's-guide-to-the-galaxy--#1-5) douglas-adams 4.38 0517226952 9780517226957 eng 815 3628 254 11/1/2005 gramercy-books
13,The-Ultimate-Hitchhiker's-Guide-to-the-Galaxy-(Hitchhiker's-Guide-to-the-Galaxy--#1-5),Douglas-Adams,4.38,0345453743,9780345453747,eng,815,249558,4080,4/30/2002,Del-Rey-Books,13 the-ultimate-hitchhiker's-guide-to-the-galaxy-(hitchhiker's-guide-to-the-galaxy--#1-5) douglas-adams 4.38 0345453743 9780345453747 eng 815 249558 4080 4/30/2002 del-rey-books
14,The-Hitchhiker's-Guide-to-the-Galaxy-(Hitchhiker's-Guide-to-the-Galaxy--#1),Douglas-Adams,4.22,1400052920,9781400052929,eng,215,4930,460,8/3/2004,Crown,14 the-hitchhiker's-guide-to-the-galaxy-(hitchhiker's-guide-to-the-galaxy--#1) douglas-adams 4.22 1400052920 9781400052929 eng 215 4930 460 8/3/2004 crown
16,The-Hitchhiker's-Guide-to-the-Galaxy-(Hitchhiker's-Guide-to-the-Galaxy--#1),Douglas-Adams/Stephen-Fry,4.22,0739322206,9780739322208,eng,6,1266,253,3/23/2005,Random-House-Audio,16 the-hitchhiker's-guide-to-the-galaxy-(hitchhiker's-guide-to-the-galaxy--#1) douglas-adams/stephen-fry 4.22 0739322206 9780739322208 eng 6 1266 253 3/23/2005 random-house-audio
18,The-Ultimate-Hitchhiker's-Guide-(Hitchhiker's-Guide-to-the-Galaxy--#1-5),Douglas-Adams,4.38,0517149257,9780517149256,eng,815,2877,195,1/17/1996,Wings-Books,18 the-ultimate-hitchhiker's-guide-(hitchhiker's-guide-to-the-galaxy--#1-5) douglas-adams 4.38 0517149257 9780517149256 eng 815 2877 195 1/17/1996 wings-books
21,A-Short-History-of-Nearly-Everything,Bill-Bryson,4.21,076790818X,9780767908184,eng,544,248558,9396,9/14/2004,Broadway-Books,21 a-short-history-of-nearly-everything bill-bryson 4.21 076790818x 9780767908184 eng 544 248558 9396 9/14/2004 broadway-books
22,Bill-Bryson's-African-Diary,Bill-Bryson,3.44,0767915062,9780767915069,eng,55,7270,499,12/3/2002,Broadway-Books,22 bill-bryson's-african-diary bill-bryson 3.44 0767915062 9780767915069 eng 55 7270 499 12/3/2002 broadway-books
23,Bryson's-Dictionary-of-Troublesome-Words:-A-Writer's-Guide-to-Getting-It-Right,Bill-Bryson,3.87,0767910435,9780767910439,eng,256,2088,131,9/14/2004,Broadway-Books,23 bryson's-dictionary-of-troublesome-words:-a-writer's-guide-to-getting-it-right bill-bryson 3.87 0767910435 9780767910439 eng 256 2088 131 9/14/2004 broadway-books
24,In-a-Sunburned-Country,Bill-Bryson,4.07,0767903862,9780767903868,eng,335,72451,4245,5/15/2001,Broadway-Books,24 in-a-sunburned-country bill-bryson 4.07 0767903862 9780767903868 eng 335 72451 4245 5/15/2001 broadway-books
25,I'm-a-Stranger-Here-Myself:-Notes-on-Returning-to-America-After-Twenty-Years-Away,Bill-Bryson,3.9,076790382X,9780767903820,eng,304,49240,2211,6/28/2000,Broadway-Books,25 i'm-a-stranger-here-myself:-notes-on-returning-to-america-after-twenty-years-away bill-bryson 3.9 076790382x 9780767903820 eng 304 49240 2211 6/28/2000 broadway-books
26,The-Lost-Continent:-Travels-in-Small-Town-America,Bill-Bryson,3.83,0060920084,9780060920081,eng,299,45712,2257,8/28/1990,William-Morrow-Paperbacks,26 the-lost-continent:-travels-in-small-town-america bill-bryson 3.83 0060920084 9780060920081 eng 299 45712 2257 8/28/1990 william-morrow-paperbacks
27,Neither-Here-nor-There:-Travels-in-Europe,Bill-Bryson,3.86,0380713802,9780380713806,eng,254,48701,2238,3/28/1993,William-Morrow-Paperbacks,27 neither-here-nor-there:-travels-in-europe bill-bryson 3.86 0380713802 9780380713806 eng 254 48701 2238 3/28/1993 william-morrow-paperbacks
28,Notes-from-a-Small-Island,Bill-Bryson,3.91,0380727501,9780380727506,eng,324,80609,3301,5/28/1997,William-Morrow-Paperbacks,28 notes-from-a-small-island bill-bryson 3.91 0380727501 9780380727506 eng 324 80609 3301 5/28/1997 william-morrow-paperbacks
29,The-Mother-Tongue:-English-and-How-It-Got-That-Way,Bill-Bryson,3.93,0380715430,9780380715435,eng,270,28489,2085,9/28/1991,William-Morrow-Paperbacks,29 the-mother-tongue:-english-and-how-it-got-that-way bill-bryson 3.93 0380715430 9780380715435 eng 270 28489 2085 9/28/1991 william-morrow-paperbacks
30,J.R.R.-Tolkien-4-Book-Boxed-Set:-The-Hobbit-and-The-Lord-of-the-Rings,J.R.R.-Tolkien,4.59,0345538374,9780345538376,eng,1728,101233,1550,9/25/2012,Ballantine-Books,30 j.r.r.-tolkien-4-book-boxed-set:-the-hobbit-and-the-lord-of-the-rings j.r.r.-tolkien 4.59 0345538374 9780345538376 eng 1728 101233 1550 9/25/2012 ballantine-books
31,The-Lord-of-the-Rings-(The-Lord-of-the-Rings--#1-3),J.R.R.-Tolkien,4.5,0618517650,9780618517657,eng,1184,1710,91,10/21/2004,Houghton-Mifflin-Harcourt,31 the-lord-of-the-rings-(the-lord-of-the-rings--#1-3) j.r.r.-tolkien 4.5 0618517650 9780618517657 eng 1184 1710 91 10/21/2004 houghton-mifflin-harcourt
34,The-Fellowship-of-the-Ring-(The-Lord-of-the-Rings--#1),J.R.R.-Tolkien,4.36,0618346252,9780618346257,eng,398,2128944,13670,9/5/2003,Houghton-Mifflin-Harcourt,34 the-fellowship-of-the-ring-(the-lord-of-the-rings--#1) j.r.r.-tolkien 4.36 0618346252 9780618346257 eng 398 2128944 13670 9/5/2003 houghton-mifflin-harcourt
35,The-Lord-of-the-Rings-(The-Lord-of-the-Rings--#1-3),J.R.R.-Tolkien/Alan--Lee,4.5,0618260587,9780618260584,en-US,1216,1618,140,10/1/2002,Houghton-Mifflin-Harcourt,35 the-lord-of-the-rings-(the-lord-of-the-rings--#1-3) j.r.r.-tolkien/alan--lee 4.5 0618260587 9780618260584 en-us 1216 1618 140 10/1/2002 houghton-mifflin-harcourt
36,The-Lord-of-the-Rings:-Weapons-and-Warfare,Chris---Smith/Christopher--Lee/Richard-Taylor,4.53,0618391002,9780618391004,eng,218,19822,46,11/5/2003,Houghton-Mifflin-Harcourt,36 the-lord-of-the-rings:-weapons-and-warfare chris---smith/christopher--lee/richard-taylor 4.53 0618391002 9780618391004 eng 218 19822 46 11/5/2003 houghton-mifflin-harcourt
37,The-Lord-of-the-Rings:-Complete-Visual-Companion,Jude-Fisher,4.5,0618510826,9780618510825,eng,224,359,6,11/15/2004,Houghton-Mifflin-Harcourt,37 the-lord-of-the-rings:-complete-visual-companion jude-fisher 4.5 0618510826 9780618510825 eng 224 359 6 11/15/2004 houghton-mifflin-harcourt
45,Agile-Web-Development-with-Rails:-A-Pragmatic-Guide,Dave-Thomas/David-Heinemeier-Hansson/Leon-Breedt/Mike-Clark/Thomas--Fuchs/Andreas--Schwarz,3.84,097669400X,9780976694007,eng,558,1430,59,7/28/2005,Pragmatic-Bookshelf,45 agile-web-development-with-rails:-a-pragmatic-guide dave-thomas/david-heinemeier-hansson/leon-breedt/mike-clark/thomas--fuchs/andreas--schwarz 3.84 097669400x 9780976694007 eng 558 1430 59 7/28/2005 pragmatic-bookshelf
50,Hatchet-(Brian's-Saga--#1),Gary-Paulsen,3.72,0689840926,9780689840920,eng,208,270244,12017,4/1/2000,Atheneum-Books-for-Young-Readers:-Richard-Jackson-Books,50 hatchet-(brian's-saga--#1) gary-paulsen 3.72 0689840926 9780689840920 eng 208 270244 12017 4/1/2000 atheneum-books-for-young-readers:-richard-jackson-books
51,"Hatchet:-A-Guide-for-Using-""Hatchet""-in-the-Classroom",Donna-Ickes/Edward-Sciranko/Keith-Vasconcelles,4.0,1557344493,9781557344496,eng,48,36,2,8/28/1994,Teacher-Created-Resources,"51 hatchet:-a-guide-for-using-""hatchet""-in-the-classroom donna-ickes/edward-sciranko/keith-vasconcelles 4.0 1557344493 9781557344496 eng 48 36 2 8/28/1994 teacher-created-resources"
53,Guts:-The-True-Stories-behind-Hatchet-and-the-Brian-Books,Gary-Paulsen,3.88,0385326505,9780385326506,eng,144,2067,334,1/23/2001,Delacorte-Press,53 guts:-the-true-stories-behind-hatchet-and-the-brian-books gary-paulsen 3.88 0385326505 9780385326506 eng 144 2067 334 1/23/2001 delacorte-press
54,Molly-Hatchet---5-of-the-Best,Molly-Hatchet,4.33,1575606240,9781575606248,eng,56,6,0,6/10/2003,Cherry-Lane-Music-Company,54 molly-hatchet---5-of-the-best molly-hatchet 4.33 1575606240 9781575606248 eng 56 6 0 6/10/2003 cherry-lane-music-company
55,Hatchet-Jobs:-Writings-on-Contemporary-Fiction,Dale-Peck,3.45,1595580271,9781595580276,en-US,228,99,16,11/1/2005,The-New-Press,55 hatchet-jobs:-writings-on-contemporary-fiction dale-peck 3.45 1595580271 9781595580276 en-us 228 99 16 11/1/2005 the-new-press
57,A-Changeling-for-All-Seasons-(Changeling-Seasons-#1),Angela-Knight/Sahara-Kelly/Judy-Mays/Marteeka-Karland/Kate-Douglas/Shelby-Morgen/Lacey-Savage/Kate-Hill/Willa-Okati,3.76,1595962808,9781595962805,eng,304,167,4,11/1/2005,Changeling-Press,57 a-changeling-for-all-seasons-(changeling-seasons-#1) angela-knight/sahara-kelly/judy-mays/marteeka-karland/kate-douglas/shelby-morgen/lacey-savage/kate-hill/willa-okati 3.76 1595962808 9781595962805 eng 304 167 4 11/1/2005 changeling-press
58,Changeling-(Changeling--#1),Delia-Sherman,3.6,0670059676,9780670059676,eng,256,978,111,8/17/2006,Viking-Juvenile,58 changeling-(changeling--#1) delia-sherman 3.6 0670059676 9780670059676 eng 256 978 111 8/17/2006 viking-juvenile
59,The-Changeling-Sea,Patricia-A.-McKillip,4.06,0141312629,9780141312620,eng,137,4454,302,4/14/2003,Firebird,59 the-changeling-sea patricia-a.-mckillip 4.06 0141312629 9780141312620 eng 137 4454 302 4/14/2003 firebird
61,The-Changeling,Zilpha-Keatley-Snyder,4.17,0595321801,9780595321803,eng,228,1176,96,6/8/2004,iUniverse,61 the-changeling zilpha-keatley-snyder 4.17 0595321801 9780595321803 eng 228 1176 96 6/8/2004 iuniverse
63,The-Changeling,Kate-Horsley,3.55,1590301943,9781590301944,eng,339,301,43,4/12/2005,Shambhala,63 the-changeling kate-horsley 3.55 1590301943 9781590301944 eng 339 301 43 4/12/2005 shambhala
66,The-Changeling-(Daughters-of-England--#15),Philippa-Carr,3.98,0449146979,9780449146972,eng,369,345,12,8/28/1990,Ivy-Books,66 the-changeling-(daughters-of-england--#15) philippa-carr 3.98 0449146979 9780449146972 eng 369 345 12 8/28/1990 ivy-books
67,The-Known-World,Edward-P.-Jones,3.83,0061159174,9780061159176,eng,388,29686,2626,8/29/2006,Amistad,67 the-known-world edward-p.-jones 3.83 0061159174 9780061159176 eng 388 29686 2626 8/29/2006 amistad
68,The-Known-World,Edward-P.-Jones/Kevin-R.-Free,3.83,006076273X,9780060762735,en-US,14,55,12,6/15/2004,HarperAudio,68 the-known-world edward-p.-jones/kevin-r.-free 3.83 006076273x 9780060762735 en-us 14 55 12 6/15/2004 harperaudio
69,The-Known-World,Edward-P.-Jones,3.83,0060749911,9780060749910,eng,576,22,3,6/15/2004,Harper,69 the-known-world edward-p.-jones 3.83 0060749911 9780060749910 eng 576 22 3 6/15/2004 harper
71,Traders--Guns-&-Money:-Knowns-and-Unknowns-in-the-Dazzling-World-of-Derivatives,Satyajit-Das,3.83,0273704745,9780273704744,eng,334,1456,82,5/15/2006,FT-Press,71 traders--guns-&-money:-knowns-and-unknowns-in-the-dazzling-world-of-derivatives satyajit-das 3.83 0273704745 9780273704744 eng 334 1456 82 5/15/2006 ft-press
72,Artesia:-Adventures-in-the-Known-World,Mark-Smylie,4.13,1932386106,9781932386103,eng,352,52,4,12/14/2005,Archaia,72 artesia:-adventures-in-the-known-world mark-smylie 4.13 1932386106 9781932386103 eng 352 52 4 12/14/2005 archaia
74,The-John-McPhee-Reader-(John-McPhee-Reader--#1),John-McPhee/William-Howarth,4.42,0374517193,9780374517199,eng,416,562,37,6/1/1982,Farrar--Straus-and-Giroux,74 the-john-mcphee-reader-(john-mcphee-reader--#1) john-mcphee/william-howarth 4.42 0374517193 9780374517199 eng 416 562 37 6/1/1982 farrar--straus-and-giroux
75,Uncommon-Carriers,John-McPhee,3.95,0374280398,9780374280390,en-US,248,1630,203,5/16/2006,Farrar-Straus-Giroux,75 uncommon-carriers john-mcphee 3.95 0374280398 9780374280390 en-us 248 1630 203 5/16/2006 farrar-straus-giroux
76,Heirs-of-General-Practice,John-McPhee,4.17,0374519749,9780374519742,eng,128,268,22,4/1/1986,Farrar--Straus-and-Giroux,76 heirs-of-general-practice john-mcphee 4.17 0374519749 9780374519742 eng 128 268 22 4/1/1986 farrar--straus-and-giroux
77,The-Control-of-Nature,John-McPhee,4.24,0374522596,9780374522599,en-US,288,3498,305,9/1/1990,Farrar--Straus-and-Giroux,77 the-control-of-nature john-mcphee 4.24 0374522596 9780374522599 en-us 288 3498 305 9/1/1990 farrar--straus-and-giroux
78,Annals-of-the-Former-World,John-McPhee,4.34,0374518734,9780374518738,eng,720,3115,228,1/6/1999,Farrar--Straus-and-Giroux,78 annals-of-the-former-world john-mcphee 4.34 0374518734 9780374518738 eng 720 3115 228 1/6/1999 farrar--straus-and-giroux
79,Coming-Into-the-Country,John-McPhee,4.22,0374522871,9780374522872,eng,448,5704,261,4/1/1991,Farrar--Straus-and-Giroux,79 coming-into-the-country john-mcphee 4.22 0374522871 9780374522872 eng 448 5704 261 4/1/1991 farrar--straus-and-giroux
80,La-Place-de-la-Concorde-Suisse,John-McPhee,3.92,0374519323,9780374519322,fre,160,698,52,4/1/1994,Farrar--Straus-and-Giroux,80 la-place-de-la-concorde-suisse john-mcphee 3.92 0374519323 9780374519322 fre 160 698 52 4/1/1994 farrar--straus-and-giroux
81,Giving-Good-Weight,John-McPhee,4.23,0374516006,9780374516000,eng,288,542,36,4/1/1994,Farrar--Straus-and-Giroux,81 giving-good-weight john-mcphee 4.23 0374516006 9780374516000 eng 288 542 36 4/1/1994 farrar--straus-and-giroux
83,Rising-from-the-Plains,John-McPhee,4.23,0374520658,9780374520656,eng,208,1341,98,11/1/1987,Farrar--Straus-and-Giroux,83 rising-from-the-plains john-mcphee 4.23 0374520658 9780374520656 eng 208 1341 98 11/1/1987 farrar--straus-and-giroux
85,The-Heidi-Chronicles,Wendy-Wasserstein,3.75,0822205106,9780822205104,eng,81,1423,70,3/1/2002,Dramatists-Play-Service,85 the-heidi-chronicles wendy-wasserstein 3.75 0822205106 9780822205104 eng 81 1423 70 3/1/2002 dramatists-play-service
86,The-Heidi-Chronicles:-Uncommon-Women-and-Others-&-Isn't-It-Romantic,Wendy-Wasserstein,3.84,0679734996,9780679734994,eng,249,2766,64,7/2/1991,Vintage,86 the-heidi-chronicles:-uncommon-women-and-others-&-isn't-it-romantic wendy-wasserstein 3.84 0679734996 9780679734994 eng 249 2766 64 7/2/1991 vintage
89,Active-Literacy-Across-the-Curriculum:-Strategies-for-Reading--Writing--Speaking--and-Listening,Heidi-Hayes-Jacobs,3.94,1596670231,9781596670235,eng,138,31,1,3/29/2006,Routledge,89 active-literacy-across-the-curriculum:-strategies-for-reading--writing--speaking--and-listening heidi-hayes-jacobs 3.94 1596670231 9781596670235 eng 138 31 1 3/29/2006 routledge
90,Simply-Beautiful-Beaded-Jewelry,Heidi-Boyd,3.77,1581807740,9781581807745,en-US,128,62,4,3/14/2006,North-Light-Books,90 simply-beautiful-beaded-jewelry heidi-boyd 3.77 1581807740 9781581807745 en-us 128 62 4 3/14/2006 north-light-books
91,Always-Enough:-God's-Miraculous-Provision-Among-the-Poorest-Children-on-Earth,Heidi-Baker/Rolland-Baker,4.46,0800793617,9780800793616,eng,192,860,53,9/1/2003,Chosen-Books,91 always-enough:-god's-miraculous-provision-among-the-poorest-children-on-earth heidi-baker/rolland-baker 4.46 0800793617 9780800793616 eng 192 860 53 9/1/2003 chosen-books
92,Mapping-the-Big-Picture:-Integrating-Curriculum-&-Assessment-K-12,Heidi-Hayes-Jacobs,3.68,0871202867,9780871202864,en-US,108,77,2,1/28/1997,Association-for-Supervision-&-Curriculum-Development,92 mapping-the-big-picture:-integrating-curriculum-&-assessment-k-12 heidi-hayes-jacobs 3.68 0871202867 9780871202864 en-us 108 77 2 1/28/1997 association-for-supervision-&-curriculum-development
93,Heidi-(Heidi--#1-2),Johanna-Spyri/Beverly-Cleary/Angelo--Rinaldi,3.99,0753454947,9780753454947,eng,352,153317,2257,11/15/2002,Kingfisher,93 heidi-(heidi--#1-2) johanna-spyri/beverly-cleary/angelo--rinaldi 3.99 0753454947 9780753454947 eng 352 153317 2257 11/15/2002 kingfisher
94,Getting-Results-with-Curriculum-Mapping,Heidi-Hayes-Jacobs,3.25,0871209993,9780871209993,eng,192,55,5,11/15/2004,ASCD,94 getting-results-with-curriculum-mapping heidi-hayes-jacobs 3.25 0871209993 9780871209993 eng 192 55 5 11/15/2004 ascd
96,There's-Always-Enough:-The-Miraculous-Move-of-God-in-Mozambique,Rolland-Baker/Heidi-Baker,4.46,1852402873,9781852402877,eng,192,34,6,4/28/2003,Sovereign-World,96 there's-always-enough:-the-miraculous-move-of-god-in-mozambique rolland-baker/heidi-baker 4.46 1852402873 9781852402877 eng 192 34 6 4/28/2003 sovereign-world
98,What-to-Expect-the-First-Year-(What-to-Expect),Heidi-Murkoff/Sharon-Mazel/Arlene-Eisenberg/Sandee-Hathaway/Mark-D.-Widome,3.89,0761129588,9780761129585,eng,832,11797,659,10/16/2003,Workman-Publishing-Company,98 what-to-expect-the-first-year-(what-to-expect) heidi-murkoff/sharon-mazel/arlene-eisenberg/sandee-hathaway/mark-d.-widome 3.89 0761129588 9780761129585 eng 832 11797 659 10/16/2003 workman-publishing-company
99,The-Player's-Handbook:-The-Ultimate-Guide-on-Dating-and-Relationships,Heidi-Fleiss/Libby-Keatinge,3.82,0972016414,9780972016414,eng,123,34,8,5/10/2004,One-Hour-Entertainment,99 the-player's-handbook:-the-ultimate-guide-on-dating-and-relationships heidi-fleiss/libby-keatinge 3.82 0972016414 9780972016414 eng 123 34 8 5/10/2004 one-hour-entertainment
100,Simply-Beautiful-Beading:-53-Quick-and-Easy-Projects,Heidi-Boyd,3.78,1581805632,9781581805635,en-US,128,78,4,8/19/2004,North-Light-Books,100 simply-beautiful-beading:-53-quick-and-easy-projects heidi-boyd 3.78 1581805632 9781581805635 en-us 128 78 4 8/19/2004 north-light-books
103,God-Emperor-of-Dune-(Dune-Chronicles--#4),Frank-Herbert,3.84,0441294677,9780441294671,eng,423,2785,166,6/15/1987,Ace-Books,103 god-emperor-of-dune-(dune-chronicles--#4) frank-herbert 3.84 0441294677 9780441294671 eng 423 2785 166 6/15/1987 ace-books
105,Chapterhouse:-Dune-(Dune-Chronicles-#6),Frank-Herbert,3.91,0441102670,9780441102679,eng,436,38778,568,7/1/1987,Ace-Books,105 chapterhouse:-dune-(dune-chronicles-#6) frank-herbert 3.91 0441102670 9780441102679 eng 436 38778 568 7/1/1987 ace-books
106,Dune-Messiah-(Dune-Chronicles-#2),Frank-Herbert,3.88,0441172695,9780441172696,eng,331,97494,2359,7/15/1987,Ace-Books,106 dune-messiah-(dune-chronicles-#2) frank-herbert 3.88 0441172695 9780441172696 eng 331 97494 2359 7/15/1987 ace-books
107,Dreamer-of-Dune:-The-Biography-of-Frank-Herbert,Brian-Herbert,4.01,0765306476,9780765306470,en-US,592,784,21,7/1/2004,Tor-Books,107 dreamer-of-dune:-the-biography-of-frank-herbert brian-herbert 4.01 0765306476 9780765306470 en-us 592 784 21 7/1/2004 tor-books
109,Heretics-of-Dune-(Dune-Chronicles--#5),Frank-Herbert,3.86,0399128980,9780399128981,eng,480,272,20,4/16/1984,Putnam,109 heretics-of-dune-(dune-chronicles--#5) frank-herbert 3.86 0399128980 9780399128981 eng 480 272 20 4/16/1984 putnam
110,The-Road-to-Dune,Frank-Herbert/Brian-Herbert/Kevin-J.-Anderson,3.88,0765353709,9780765353702,eng,426,4789,83,8/29/2006,Tor-Science-Fiction,110 the-road-to-dune frank-herbert/brian-herbert/kevin-j.-anderson 3.88 0765353709 9780765353702 eng 426 4789 83 8/29/2006 tor-science-fiction
117,Heretics-of-Dune-(Dune-Chronicles-#5),Frank-Herbert,3.86,0441328008,9780441328000,eng,471,45388,644,8/15/1987,Ace-Books,117 heretics-of-dune-(dune-chronicles-#5) frank-herbert 3.86 0441328008 9780441328000 eng 471 45388 644 8/15/1987 ace-books
119,The-Lord-of-the-Rings:-The-Art-of-the-Fellowship-of-the-Ring,Gary-Russell,4.59,0618212906,9780618212903,eng,192,26153,102,6/12/2002,Houghton-Mifflin-Harcourt,119 the-lord-of-the-rings:-the-art-of-the-fellowship-of-the-ring gary-russell 4.59 0618212906 9780618212903 eng 192 26153 102 6/12/2002 houghton-mifflin-harcourt
122,The-Power-of-One-(The-Power-of-One--#1),Bryce-Courtenay,4.35,034541005X,9780345410054,eng,544,69167,4551,9/29/1996,Ballantine-Books,122 the-power-of-one-(the-power-of-one--#1) bryce-courtenay 4.35 034541005x 9780345410054 eng 544 69167 4551 9/29/1996 ballantine-books
123,The-Power-of-One-(The-Power-of-One--#1),Bryce-Courtenay,4.35,0385732546,9780385732543,eng,291,45,13,9/13/2005,Delacorte-Books-for-Young-Readers,123 the-power-of-one-(the-power-of-one--#1) bryce-courtenay 4.35 0385732546 9780385732543 eng 291 45 13 9/13/2005 delacorte-books-for-young-readers
129,The-Power-of-One:-One-Person--One-Rule--One-Month,John-C.-Maxwell/Stephen-R.-Graves/Thomas-G.-Addington,4.28,0785260056,9780785260059,en-US,256,16,1,11/1/2004,Thomas-Nelson,129 the-power-of-one:-one-person--one-rule--one-month john-c.-maxwell/stephen-r.-graves/thomas-g.-addington 4.28 0785260056 9780785260059 en-us 256 16 1 11/1/2004 thomas-nelson
130,Power-of-an-Hour:-Business-and-Life-Mastery-in-One-Hour-a-Week,Dave-Lakhani,3.34,0471780936,9780471780939,eng,205,174,16,5/19/2006,Wiley,130 power-of-an-hour:-business-and-life-mastery-in-one-hour-a-week dave-lakhani 3.34 0471780936 9780471780939 eng 205 174 16 5/19/2006 wiley
131,The-Power-of-One:-The-Solo-Play-for-Playwrights--Actors--and-Directors,Louis-E.-Catron,3.67,0325001537,9780325001531,eng,240,10,0,2/7/2000,Heinemann-Drama,131 the-power-of-one:-the-solo-play-for-playwrights--actors--and-directors louis-e.-catron 3.67 0325001537 9780325001531 eng 240 10 0 2/7/2000 heinemann-drama
132,How-to-Buy--Sell-&-Profit-on-eBay:-Kick-Start-Your-Home-Based-Business-in-Just-Thirty-Days,Adam-Ginsberg,3.48,006076287X,9780060762872,eng,336,76,9,5/3/2005,William-Morrow-Paperbacks,132 how-to-buy--sell-&-profit-on-ebay:-kick-start-your-home-based-business-in-just-thirty-days adam-ginsberg 3.48 006076287x 9780060762872 eng 336 76 9 5/3/2005 william-morrow-paperbacks
133,eBay-for-Dummies,Marsha-Collier,3.5,0470045299,9780470045299,eng,386,111,9,10/30/2006,Wiley,133 ebay-for-dummies marsha-collier 3.5 0470045299 9780470045299 eng 386 111 9 10/30/2006 wiley
135,What-to-Sell-on-ebay-and-Where-to-Get-It:-The-Definitive-Guide-to-Product-Sourcing-for-eBay-and-Beyond,Chris-Malta/Lisa-Suttora,3.62,0072262788,9780072262780,eng,260,24,0,1/24/2006,McGraw-Hill,135 what-to-sell-on-ebay-and-where-to-get-it:-the-definitive-guide-to-product-sourcing-for-ebay-and-beyond chris-malta/lisa-suttora 3.62 0072262788 9780072262780 eng 260 24 0 1/24/2006 mcgraw-hill
137,Starting-an-eBay-Business-for-Dummies,Marsha-Collier,3.55,0764569244,9780764569241,eng,384,55,4,9/17/2004,Wiley,137 starting-an-ebay-business-for-dummies marsha-collier 3.55 0764569244 9780764569241 eng 384 55 4 9/17/2004 wiley
138,eBay:-Top-100-Simplified-Tips-&-Tricks,Julia-Wilkinson,4.27,0471933821,9780471933823,eng,260,9,0,6/6/2006,Wiley,138 ebay:-top-100-simplified-tips-&-tricks julia-wilkinson 4.27 0471933821 9780471933823 eng 260 9 0 6/6/2006 wiley
139,ebay-Timesaving-Techniques-for-Dummies,Marsha-Collier,3.39,0764559915,9780764559914,en-US,391,22,1,5/31/2004,Wiley,139 ebay-timesaving-techniques-for-dummies marsha-collier 3.39 0764559915 9780764559914 en-us 391 22 1 5/31/2004 wiley
140,eBay-Business-All-in-One-Desk-Reference-for-Dummies,Marsha-Collier,3.89,0764584383,9780764584381,en-US,864,17,3,4/25/2005,Wiley,140 ebay-business-all-in-one-desk-reference-for-dummies marsha-collier 3.89 0764584383 9780764584381 en-us 864 17 3 4/25/2005 wiley
